Month,GMT,Roadside,Background
01/02/2015,01:00,45.8,33.3
01/02/2015,02:00,40.7,29.4
01/02/2015,03:00,37.9,26.8
01/02/2015,04:00,39.3,26.4
01/02/2015,05:00,47.2,30.4
01/02/2015,06:00,65.3,39.8
01/02/2015,07:00,78.6,51.2
01/02/2015,08:00,79.8,52.4
01/02/2015,09:00,75.6,46.6
01/02/2015,10:00,69,40.3
01/02/2015,11:00,65.6,35.8
01/02/2015,12:00,65,34.3
01/02/2015,13:00,65.6,33.5
01/02/2015,14:00,66.7,35.3
01/02/2015,15:00,70.2,37.6
01/02/2015,16:00,74.6,41.4
01/02/2015,17:00,79.6,48.4
01/02/2015,18:00,83.2,52.9
01/02/2015,19:00,80.5,53.2
01/02/2015,20:00,75.2,51.6
01/02/2015,21:00,70,48.9
01/02/2015,22:00,66.2,45.7
01/02/2015,23:00,60,40.9
01/03/2015,00:00,45,32.1
01/03/2015,01:00,39.4,28.8
01/03/2015,02:00,33.6,24.9
01/03/2015,03:00,32.4,23.5
01/03/2015,04:00,35.6,24.8
01/03/2015,05:00,45.2,30
01/03/2015,06:00,61.1,39.2
01/03/2015,07:00,69.9,46
01/03/2015,08:00,67,43.2
01/03/2015,09:00,61.3,37.5
01/03/2015,10:00,57.2,32.6
01/03/2015,11:00,56.2,30.5
01/03/2015,12:00,56.4,29.3
01/03/2015,13:00,56.6,29
01/03/2015,14:00,57.9,29.8
01/03/2015,15:00,60.1,32
01/03/2015,16:00,62.3,34.4
01/03/2015,17:00,67.8,39.8
01/03/2015,18:00,72.5,46.4
01/03/2015,19:00,70.1,47.2
01/03/2015,20:00,63.7,44.2
01/03/2015,21:00,59.5,41.9
01/03/2015,22:00,57.4,39.6
01/03/2015,23:00,51.1,35
01/04/2015,00:00,41.1,30.3
01/04/2015,01:00,37.1,27.5
01/04/2015,02:00,34.7,25.1
01/04/2015,03:00,37,26.1
01/04/2015,04:00,45.5,30.8
01/04/2015,05:00,62,39.3
01/04/2015,06:00,70.2,45.4
01/04/2015,07:00,68.3,44.5
01/04/2015,08:00,64.7,39.8
01/04/2015,09:00,60.8,34.6
01/04/2015,10:00,58.3,31.2
01/04/2015,11:00,56.9,28.9
01/04/2015,12:00,56.5,27.4
01/04/2015,13:00,57.1,27.2
01/04/2015,14:00,58.6,27.8
01/04/2015,15:00,60.3,29.2
01/04/2015,16:00,62.6,30.5
01/04/2015,17:00,63.9,33.7
01/04/2015,18:00,64.9,37.7
01/04/2015,19:00,63.9,41.3
01/04/2015,20:00,61.4,42.1
01/04/2015,21:00,57.7,40.8
01/04/2015,22:00,54.5,37.9
01/04/2015,23:00,49.8,34.9
01/05/2015,00:00,36.4,23.3
01/05/2015,01:00,31.4,21.2
01/05/2015,02:00,29,18.8
01/05/2015,03:00,30.4,18.7
01/05/2015,04:00,38.5,22.1
01/05/2015,05:00,51.6,27.1
01/05/2015,06:00,58.2,30.3
01/05/2015,07:00,57.5,30.5
01/05/2015,08:00,54.6,27.5
01/05/2015,09:00,53,24.3
01/05/2015,10:00,52.1,23.1
01/05/2015,11:00,52.1,22.4
01/05/2015,12:00,52.5,21.7
01/05/2015,13:00,52.9,22.3
01/05/2015,14:00,55,23
01/05/2015,15:00,55.2,23.5
01/05/2015,16:00,55.4,24
01/05/2015,17:00,54.8,24.2
01/05/2015,18:00,53.2,25.5
01/05/2015,19:00,51.4,26.7
01/05/2015,20:00,50,27.8
01/05/2015,21:00,49.9,28.8
01/05/2015,22:00,47.6,28.2
01/05/2015,23:00,42.5,25.8
01/06/2015,00:00,36.3,25.1
01/06/2015,01:00,32.2,23.1
01/06/2015,02:00,30,21.4
01/06/2015,03:00,31.8,21.4
01/06/2015,04:00,39.2,24.4
01/06/2015,05:00,52.2,29.3
01/06/2015,06:00,59.8,33.7
01/06/2015,07:00,60.1,33.1
01/06/2015,08:00,58.9,29.9
01/06/2015,09:00,56.7,27
01/06/2015,10:00,54.5,24.8
01/06/2015,11:00,54.9,23.5
01/06/2015,12:00,55.3,23.1
01/06/2015,13:00,57,23.8
01/06/2015,14:00,57.4,23
01/06/2015,15:00,58.1,23.1
01/06/2015,16:00,58.4,23.6
01/06/2015,17:00,59.5,24.1
01/06/2015,18:00,56.1,25.6
01/06/2015,19:00,52.4,27
01/06/2015,20:00,51.4,29.4
01/06/2015,21:00,49.9,29.9
01/06/2015,22:00,47.4,28.9
01/06/2015,23:00,43.3,27.3
01/07/2015,00:00,35.6,22.7
01/07/2015,01:00,32.5,21.7
01/07/2015,02:00,30.6,20.8
01/07/2015,03:00,32.4,21
01/07/2015,04:00,39.3,24.3
01/07/2015,05:00,50.7,28.2
01/07/2015,06:00,56.3,30.2
01/07/2015,07:00,56.2,29
01/07/2015,08:00,55.4,26.8
01/07/2015,09:00,54.5,24.4
01/07/2015,10:00,54,22.8
01/07/2015,11:00,54.9,22
01/07/2015,12:00,54.7,21.2
01/07/2015,13:00,55.5,21
01/07/2015,14:00,56,21.1
01/07/2015,15:00,56.9,21
01/07/2015,16:00,59,21.4
01/07/2015,17:00,59.2,22.3
01/07/2015,18:00,55.8,23.7
01/07/2015,19:00,52.2,24.1
01/07/2015,20:00,49,25.8
01/07/2015,21:00,48.3,26.5
01/07/2015,22:00,47,26.7
01/07/2015,23:00,42.2,24.7
01/08/2015,00:00,37.9,27.1
01/08/2015,01:00,33.8,25.1
01/08/2015,02:00,31.9,22.3
01/08/2015,03:00,33,22.1
01/08/2015,04:00,39.4,24.7
01/08/2015,05:00,51,29.9
01/08/2015,06:00,55.4,32.4
01/08/2015,07:00,53.4,30.9
01/08/2015,08:00,51.6,27.3
01/08/2015,09:00,50.3,24.5
01/08/2015,10:00,51,23.2
01/08/2015,11:00,51.3,22.4
01/08/2015,12:00,52,21.9
01/08/2015,13:00,52.8,21.4
01/08/2015,14:00,54,22
01/08/2015,15:00,54.9,22.7
01/08/2015,16:00,57.4,23.8
01/08/2015,17:00,56.7,25.1
01/08/2015,18:00,56.8,28.1
01/08/2015,19:00,55.1,31
01/08/2015,20:00,53.2,32.5
01/08/2015,21:00,51.7,32.4
01/08/2015,22:00,47.9,30.7
01/08/2015,23:00,43.7,28.6
01/09/2015,00:00,42.9,31.8
01/09/2015,01:00,38,29.1
01/09/2015,02:00,36.2,26
01/09/2015,03:00,37.8,25.8
01/09/2015,04:00,44.7,28.7
01/09/2015,05:00,59.3,35.6
01/09/2015,06:00,67.7,41.3
01/09/2015,07:00,68.7,41.9
01/09/2015,08:00,66.1,37.8
01/09/2015,09:00,60.8,32.1
01/09/2015,10:00,57.9,27.5
01/09/2015,11:00,55.5,24.8
01/09/2015,12:00,54.7,23.5
01/09/2015,13:00,56,24.1
01/09/2015,14:00,58.3,24.7
01/09/2015,15:00,60,25.9
01/09/2015,16:00,63.4,28.3
01/09/2015,17:00,68.2,33.3
01/09/2015,18:00,70.9,40.5
01/09/2015,19:00,67.8,43.1
01/09/2015,20:00,63.2,41.9
01/09/2015,21:00,61,40.4
01/09/2015,22:00,56.9,37.9
01/09/2015,23:00,51.5,35.4
01/10/2015,00:00,42.2,31.1
01/10/2015,01:00,37,27.9
01/10/2015,02:00,34.1,24.8
01/10/2015,03:00,34.3,24
01/10/2015,04:00,39.5,25.7
01/10/2015,05:00,53.2,32.1
01/10/2015,06:00,64.4,39.4
01/10/2015,07:00,69,43.3
01/10/2015,08:00,67.9,41.5
01/10/2015,09:00,64.9,37.8
01/10/2015,10:00,61.9,33.7
01/10/2015,11:00,60.6,30.5
01/10/2015,12:00,60,28.9
01/10/2015,13:00,61.6,29.4
01/10/2015,14:00,64.6,31.5
01/10/2015,15:00,67.7,34
01/10/2015,16:00,72.3,38.9
01/10/2015,17:00,76.2,45.7
01/10/2015,18:00,76,48.3
01/10/2015,19:00,69.8,47.3
01/10/2015,20:00,63.4,43.7
01/10/2015,21:00,59.2,40.7
01/10/2015,22:00,55,38
01/10/2015,23:00,49.7,35
01/11/2015,00:00,40.1,22.5
01/11/2015,01:00,33.8,20.8
01/11/2015,02:00,29.1,18.4
01/11/2015,03:00,27.9,17
01/11/2015,04:00,29.7,17.3
01/11/2015,05:00,37.8,20.8
01/11/2015,06:00,53,27.4
01/11/2015,07:00,65.4,36.2
01/11/2015,08:00,68.2,39.1
01/11/2015,09:00,66.8,37.4
01/11/2015,10:00,64.4,33.9
01/11/2015,11:00,63.2,32.2
01/11/2015,12:00,63.5,31.7
01/11/2015,13:00,62,30.8
01/11/2015,14:00,62.1,30.8
01/11/2015,15:00,64.5,33.2
01/11/2015,16:00,68.4,36.4
01/11/2015,17:00,68.5,37.6
01/11/2015,18:00,66.9,37.1
01/11/2015,19:00,62.3,35.5
01/11/2015,20:00,55.2,32.2
01/11/2015,21:00,50.3,28.9
01/11/2015,22:00,47.2,26.5
01/11/2015,23:00,43.9,24.1
01/12/2015,00:00,33.3,16.7
01/12/2015,01:00,27,15.2
01/12/2015,02:00,22.5,12.8
01/12/2015,03:00,21,11.5
01/12/2015,04:00,22.3,12
01/12/2015,05:00,29.2,14.9
01/12/2015,06:00,43.2,21.8
01/12/2015,07:00,53.6,28.4
01/12/2015,08:00,57.6,32.3
01/12/2015,09:00,57.5,31.5
01/12/2015,10:00,56.3,28.3
01/12/2015,11:00,55.6,26.4
01/12/2015,12:00,54.9,25.5
01/12/2015,13:00,56.2,25.7
01/12/2015,14:00,57.1,26.5
01/12/2015,15:00,60.8,29.5
01/12/2015,16:00,63.2,32.1
01/12/2015,17:00,63.9,33
01/12/2015,18:00,62,32.4
01/12/2015,19:00,56.6,29.8
01/12/2015,20:00,51.5,27.5
01/12/2015,21:00,45.1,24.7
01/12/2015,22:00,42.9,22.6
01/12/2015,23:00,38.8,19.7
01/01/2016,00:00,43.6,29.8
01/01/2016,01:00,38.1,27.1
01/01/2016,02:00,34.4,24.7
01/01/2016,03:00,33.6,23.2
01/01/2016,04:00,35.9,24.2
01/01/2016,05:00,44.5,28
01/01/2016,06:00,59.8,36.9
01/01/2016,07:00,71.9,46.1
01/01/2016,08:00,75.8,50.9
01/01/2016,09:00,75.2,49.4
01/01/2016,10:00,71.3,44.6
01/01/2016,11:00,66,39.3
01/01/2016,12:00,63.8,36.2
01/01/2016,13:00,64.3,35.4
01/01/2016,14:00,66.1,36.7
01/01/2016,15:00,70.2,40.6
01/01/2016,16:00,75.7,46
01/01/2016,17:00,77.3,48
01/01/2016,18:00,75.1,47.3
01/01/2016,19:00,70.8,46
01/01/2016,20:00,64.8,43.7
01/01/2016,21:00,58.8,40.9
01/01/2016,22:00,54.9,37.6
01/01/2016,23:00,48.9,33.3
01/02/2016,00:00,47.9,33.8
01/02/2016,01:00,41.1,30.4
01/02/2016,02:00,36.9,28.2
01/02/2016,03:00,35.2,26.3
01/02/2016,04:00,36.9,26.5
01/02/2016,05:00,45.9,29.8
01/02/2016,06:00,62.9,38.7
01/02/2016,07:00,74.7,47.2
01/02/2016,08:00,76.6,49.2
01/02/2016,09:00,71.5,44.8
01/02/2016,10:00,64.9,37.9
01/02/2016,11:00,59.6,31.8
01/02/2016,12:00,55.9,27.3
01/02/2016,13:00,55.5,26.1
01/02/2016,14:00,56.5,27.1
01/02/2016,15:00,58.4,28.9
01/02/2016,16:00,64.1,32.9
01/02/2016,17:00,70.4,40.6
01/02/2016,18:00,74.7,47.5
01/02/2016,19:00,74.1,49.9
01/02/2016,20:00,67.8,47.7
01/02/2016,21:00,62.6,44.5
01/02/2016,22:00,59.7,41.6
01/02/2016,23:00,54.6,37.8
01/03/2016,00:00,47,33
01/03/2016,01:00,40,29.2
01/03/2016,02:00,35,25.9
01/03/2016,03:00,33.9,24.7
01/03/2016,04:00,36.5,25.7
01/03/2016,05:00,45.5,29.7
01/03/2016,06:00,60.6,37.4
01/03/2016,07:00,67.7,42.4
01/03/2016,08:00,66,40.7
01/03/2016,09:00,63.6,36.8
01/03/2016,10:00,60.6,32.2
01/03/2016,11:00,59,28.9
01/03/2016,12:00,58.4,27.2
01/03/2016,13:00,58.8,26.9
01/03/2016,14:00,60.5,28.1
01/03/2016,15:00,63,30.4
01/03/2016,16:00,66.5,33.2
01/03/2016,17:00,69.9,38
01/03/2016,18:00,73.6,43.5
01/03/2016,19:00,71.5,45.3
01/03/2016,20:00,66.6,43.4
01/03/2016,21:00,63,42.6
01/03/2016,22:00,59.9,41.2
01/03/2016,23:00,55.1,37.8
01/04/2016,00:00,45.4,31
01/04/2016,01:00,39.6,27.3
01/04/2016,02:00,37.1,24.8
01/04/2016,03:00,38.9,24.9
01/04/2016,04:00,49.2,29.5
01/04/2016,05:00,66.9,38.3
01/04/2016,06:00,76,43.1
01/04/2016,07:00,72.6,40.8
01/04/2016,08:00,67.5,34.4
01/04/2016,09:00,62.1,27.6
01/04/2016,10:00,58.9,23.7
01/04/2016,11:00,57.2,21.6
01/04/2016,12:00,57.7,21.2
01/04/2016,13:00,59.6,22.2
01/04/2016,14:00,60.5,22.9
01/04/2016,15:00,61.4,23.9
01/04/2016,16:00,63,25.3
01/04/2016,17:00,64.8,28
01/04/2016,18:00,65.1,31.9
01/04/2016,19:00,64.4,36
01/04/2016,20:00,64.5,38.8
01/04/2016,21:00,64.3,39.3
01/04/2016,22:00,60.2,37.7
01/04/2016,23:00,53.8,34
01/05/2016,00:00,38.8,25.9
01/05/2016,01:00,34.1,23.8
01/05/2016,02:00,32.2,21.8
01/05/2016,03:00,34,22.1
01/05/2016,04:00,41.7,25.2
01/05/2016,05:00,54.3,30.3
01/05/2016,06:00,60.4,33.2
01/05/2016,07:00,59.4,32.4
01/05/2016,08:00,57.2,29
01/05/2016,09:00,55,25.2
01/05/2016,10:00,53.6,22.9
01/05/2016,11:00,53.3,21.8
01/05/2016,12:00,53.8,21.2
01/05/2016,13:00,54.3,21.4
01/05/2016,14:00,55.9,22.2
01/05/2016,15:00,56.8,23.1
01/05/2016,16:00,57.2,24.1
01/05/2016,17:00,57,25
01/05/2016,18:00,56.3,26.8
01/05/2016,19:00,54.8,28.8
01/05/2016,20:00,53.8,30.7
01/05/2016,21:00,53.7,31.8
01/05/2016,22:00,50.3,30.4
01/05/2016,23:00,44.7,27.7
01/06/2016,00:00,35.1,23.7
01/06/2016,01:00,30.8,21.4
01/06/2016,02:00,28.3,19.5
01/06/2016,03:00,30,19.5
01/06/2016,04:00,36.9,21.9
01/06/2016,05:00,48.6,26.1
01/06/2016,06:00,55.6,29.8
01/06/2016,07:00,56.9,30.1
01/06/2016,08:00,56.1,28.1
01/06/2016,09:00,54.6,25.7
01/06/2016,10:00,53,23.6
01/06/2016,11:00,53.3,22.4
01/06/2016,12:00,53.7,21.9
01/06/2016,13:00,54.4,22.3
01/06/2016,14:00,55.6,22.6
01/06/2016,15:00,56.5,23.2
01/06/2016,16:00,56.8,23.9
01/06/2016,17:00,57.7,24.6
01/06/2016,18:00,55.3,26.1
01/06/2016,19:00,52.3,27.6
01/06/2016,20:00,50.6,29.3
01/06/2016,21:00,49.2,30.1
01/06/2016,22:00,46.4,28.4
01/06/2016,23:00,42.1,26.3
01/07/2016,00:00,31.7,20.3
01/07/2016,01:00,27.7,18.5
01/07/2016,02:00,26.2,17.9
01/07/2016,03:00,27.3,18.2
01/07/2016,04:00,33.1,19.9
01/07/2016,05:00,42,22.5
01/07/2016,06:00,48.4,24.3
01/07/2016,07:00,49.1,24.5
01/07/2016,08:00,49.9,22.8
01/07/2016,09:00,49.7,20.4
01/07/2016,10:00,48.4,18.5
01/07/2016,11:00,49.4,17.6
01/07/2016,12:00,50.6,17.6
01/07/2016,13:00,51.9,18
01/07/2016,14:00,53.7,18.8
01/07/2016,15:00,55.1,19.4
01/07/2016,16:00,55.5,20.4
01/07/2016,17:00,55.6,20.8
01/07/2016,18:00,53.6,22.3
01/07/2016,19:00,51.1,24.4
01/07/2016,20:00,48.9,26.8
01/07/2016,21:00,47.6,28
01/07/2016,22:00,44.5,26.3
01/07/2016,23:00,39.7,23.9
01/08/2016,00:00,35.5,24
01/08/2016,01:00,31.1,21.3
01/08/2016,02:00,28.8,19.6
01/08/2016,03:00,29.6,19.6
01/08/2016,04:00,34.8,21.6
01/08/2016,05:00,44.8,25.9
01/08/2016,06:00,51.4,29
01/08/2016,07:00,51.7,28.7
01/08/2016,08:00,51.7,26
01/08/2016,09:00,50.4,22.6
01/08/2016,10:00,50,20.2
01/08/2016,11:00,50.6,19.2
01/08/2016,12:00,52.1,18.5
01/08/2016,13:00,53.5,18.2
01/08/2016,14:00,55,18.5
01/08/2016,15:00,56,18.8
01/08/2016,16:00,56.9,19.6
01/08/2016,17:00,57.1,21.5
01/08/2016,18:00,55.8,24.9
01/08/2016,19:00,53.5,28.8
01/08/2016,20:00,51.3,30.2
01/08/2016,21:00,50.6,31.1
01/08/2016,22:00,47.6,30.2
01/08/2016,23:00,42.4,27.6
01/09/2016,00:00,40.4,27.2
01/09/2016,01:00,35.3,24.8
01/09/2016,02:00,33.1,23
01/09/2016,03:00,33.6,22.3
01/09/2016,04:00,39.7,24.4
01/09/2016,05:00,52.9,30.5
01/09/2016,06:00,62.7,36
01/09/2016,07:00,63.2,36.6
01/09/2016,08:00,61,32.8
01/09/2016,09:00,57.9,27.2
01/09/2016,10:00,56.8,23.6
01/09/2016,11:00,55.6,21.3
01/09/2016,12:00,56.4,20.5
01/09/2016,13:00,58.1,20.3
01/09/2016,14:00,59.3,21.2
01/09/2016,15:00,62.4,22.2
01/09/2016,16:00,64.4,24.9
01/09/2016,17:00,67.3,28.6
01/09/2016,18:00,68.9,34.6
01/09/2016,19:00,65.4,37.5
01/09/2016,20:00,60.1,36.7
01/09/2016,21:00,56.8,35.9
01/09/2016,22:00,53.5,33.9
01/09/2016,23:00,48.4,30.7
01/10/2016,00:00,43.8,29
01/10/2016,01:00,38.6,27
01/10/2016,02:00,35.5,24.7
01/10/2016,03:00,36.2,24
01/10/2016,04:00,42.1,26
01/10/2016,05:00,55.4,32.4
01/10/2016,06:00,65.7,39.4
01/10/2016,07:00,68.3,41.9
01/10/2016,08:00,65.5,38.5
01/10/2016,09:00,62.8,34.1
01/10/2016,10:00,60,30.2
01/10/2016,11:00,58.6,27.6
01/10/2016,12:00,58,26.6
01/10/2016,13:00,59.3,26.3
01/10/2016,14:00,61.6,27.6
01/10/2016,15:00,64.6,30.3
01/10/2016,16:00,69.1,35.2
01/10/2016,17:00,74.8,41.9
01/10/2016,18:00,75.1,46.2
01/10/2016,19:00,70.1,46
01/10/2016,20:00,64.9,43.4
01/10/2016,21:00,61.5,40.3
01/10/2016,22:00,56.8,36.6
01/10/2016,23:00,50.5,32.8
01/11/2016,00:00,53.1,36
01/11/2016,01:00,45.3,32.3
01/11/2016,02:00,39.7,28.3
01/11/2016,03:00,37.2,26.4
01/11/2016,04:00,38.4,26.6
01/11/2016,05:00,45.9,29.6
01/11/2016,06:00,62.3,37
01/11/2016,07:00,74.6,45.9
01/11/2016,08:00,77.1,49
01/11/2016,09:00,76.1,46.5
01/11/2016,10:00,72.7,42.4
01/11/2016,11:00,69.6,39
01/11/2016,12:00,67.4,36.5
01/11/2016,13:00,67.2,35.6
01/11/2016,14:00,69.4,37.1
01/11/2016,15:00,76,42.5
01/11/2016,16:00,83.8,50
01/11/2016,17:00,87.9,54.9
01/11/2016,18:00,87.9,56.1
01/11/2016,19:00,83.1,55.1
01/11/2016,20:00,75.6,51.4
01/11/2016,21:00,70,48
01/11/2016,22:00,65.8,44.9
01/11/2016,23:00,61.4,41.3
01/12/2016,00:00,62.2,46.6
01/12/2016,01:00,55.5,44
01/12/2016,02:00,49.5,39.9
01/12/2016,03:00,47.2,37.6
01/12/2016,04:00,47.7,37.5
01/12/2016,05:00,52.8,39.5
01/12/2016,06:00,63.6,45.5
01/12/2016,07:00,71.9,51.3
01/12/2016,08:00,76.8,55.2
01/12/2016,09:00,78.4,55.7
01/12/2016,10:00,77.5,53.7
01/12/2016,11:00,75.1,50.3
01/12/2016,12:00,73.3,47.8
01/12/2016,13:00,73.1,46.6
01/12/2016,14:00,74.3,47.7
01/12/2016,15:00,78,51.8
01/12/2016,16:00,83.3,56.6
01/12/2016,17:00,84.8,58.7
01/12/2016,18:00,84.2,59.2
01/12/2016,19:00,81.4,58
01/12/2016,20:00,76.5,55.9
01/12/2016,21:00,71.8,53.2
01/12/2016,22:00,69.2,50.4
01/12/2016,23:00,65.3,47.1
01/01/2017,00:00,60.2,45.8
01/01/2017,01:00,53.6,43.4
01/01/2017,02:00,48.5,39.1
01/01/2017,03:00,46.3,36.7
01/01/2017,04:00,47,36.3
01/01/2017,05:00,54.1,38.8
01/01/2017,06:00,68.1,46.1
01/01/2017,07:00,77.9,54.2
01/01/2017,08:00,81.4,58.3
01/01/2017,09:00,83.4,57.7
01/01/2017,10:00,79.1,53.2
01/01/2017,11:00,75.5,49
01/01/2017,12:00,74.3,46.4
01/01/2017,13:00,73.4,45.5
01/01/2017,14:00,74.5,46.3
01/01/2017,15:00,78.5,50.6
01/01/2017,16:00,85,57
01/01/2017,17:00,88.7,62.2
01/01/2017,18:00,88.6,64.1
01/01/2017,19:00,86.1,63
01/01/2017,20:00,81.2,61.3
01/01/2017,21:00,76.4,58
01/01/2017,22:00,72.8,54.4
01/01/2017,23:00,67.2,50.3
01/02/2017,00:00,40.8,27
01/02/2017,01:00,34,24.3
01/02/2017,02:00,29.7,21.2
01/02/2017,03:00,28.8,20.2
01/02/2017,04:00,31.2,21
01/02/2017,05:00,39.9,25.4
01/02/2017,06:00,55.6,34.4
01/02/2017,07:00,65.6,41.9
01/02/2017,08:00,67,42.9
01/02/2017,09:00,66.1,39.8
01/02/2017,10:00,63,37
01/02/2017,11:00,61.9,34.6
01/02/2017,12:00,60.3,33.4
01/02/2017,13:00,59.6,32.2
01/02/2017,14:00,59.8,32.3
01/02/2017,15:00,61.8,33.5
01/02/2017,16:00,65.4,37.6
01/02/2017,17:00,70.2,43.4
01/02/2017,18:00,71.6,46.2
01/02/2017,19:00,67.6,44.5
01/02/2017,20:00,60.8,40.5
01/02/2017,21:00,54.7,37.4
01/02/2017,22:00,51.1,34
01/02/2017,23:00,46.1,29.3
01/03/2017,00:00,40.7,28.6
01/03/2017,01:00,33.5,25.4
01/03/2017,02:00,29.3,21.4
01/03/2017,03:00,28.7,20.3
01/03/2017,04:00,32.6,21.8
01/03/2017,05:00,42.1,26.6
01/03/2017,06:00,56.3,35.7
01/03/2017,07:00,63,41
01/03/2017,08:00,62.2,38.6
01/03/2017,09:00,59.8,34.4
01/03/2017,10:00,56.6,30.5
01/03/2017,11:00,54.7,28
01/03/2017,12:00,52.7,25.8
01/03/2017,13:00,52.7,25
01/03/2017,14:00,54.2,25.6
01/03/2017,15:00,58.1,27.1
01/03/2017,16:00,60.7,29.5
01/03/2017,17:00,65.4,35.4
01/03/2017,18:00,69.8,42.5
01/03/2017,19:00,69,45.6
01/03/2017,20:00,64.6,44.7
01/03/2017,21:00,59.5,41.6
01/03/2017,22:00,54,37.6
01/03/2017,23:00,48.6,33
01/04/2017,00:00,41.5,29.2
01/04/2017,01:00,36.3,28.3
01/04/2017,02:00,34.9,25.9
01/04/2017,03:00,36.4,25.5
01/04/2017,04:00,44,28.8
01/04/2017,05:00,58,35.9
01/04/2017,06:00,63.6,39.6
01/04/2017,07:00,60.9,37.5
01/04/2017,08:00,56.8,32.2
01/04/2017,09:00,55.3,27.7
01/04/2017,10:00,53,24.2
01/04/2017,11:00,51.4,21.5
01/04/2017,12:00,50.5,20.7
01/04/2017,13:00,50.5,20.7
01/04/2017,14:00,51.6,21.4
01/04/2017,15:00,52.4,22.1
01/04/2017,16:00,53.5,23.6
01/04/2017,17:00,55.6,25.9
01/04/2017,18:00,55.6,29.6
01/04/2017,19:00,55,32.9
01/04/2017,20:00,54.7,34.7
01/04/2017,21:00,55.8,36.1
01/04/2017,22:00,52.8,34.3
01/04/2017,23:00,47.6,31.2
01/05/2017,00:00,35.2,25.3
01/05/2017,01:00,31.2,24.3
01/05/2017,02:00,29.2,22.1
01/05/2017,03:00,31.1,22.7
01/05/2017,04:00,38.2,25.4
01/05/2017,05:00,48.9,30.4
01/05/2017,06:00,54.8,33.5
01/05/2017,07:00,55,32.5
01/05/2017,08:00,54.2,29.9
01/05/2017,09:00,51.9,26.2
01/05/2017,10:00,50.7,24.2
01/05/2017,11:00,51,23.2
01/05/2017,12:00,50.1,22.1
01/05/2017,13:00,50.9,22.8
01/05/2017,14:00,52.3,23.5
01/05/2017,15:00,53.6,24.5
01/05/2017,16:00,53.4,25.3
01/05/2017,17:00,54.1,26.5
01/05/2017,18:00,52.2,27.8
01/05/2017,19:00,51.3,29.6
01/05/2017,20:00,50.8,32
01/05/2017,21:00,49.4,31.9
01/05/2017,22:00,46.1,29.6
01/05/2017,23:00,42.2,27.8
01/06/2017,00:00,33.6,22
01/06/2017,01:00,28.8,21.6
01/06/2017,02:00,27.4,19.7
01/06/2017,03:00,29.2,20.2
01/06/2017,04:00,36,22.2
01/06/2017,05:00,45.7,25.4
01/06/2017,06:00,50.9,27.5
01/06/2017,07:00,51.3,27.1
01/06/2017,08:00,51.2,24.9
01/06/2017,09:00,50.7,22.5
01/06/2017,10:00,49.5,20.5
01/06/2017,11:00,50,19.6
01/06/2017,12:00,50.2,19.3
01/06/2017,13:00,51,19.5
01/06/2017,14:00,53,19.8
01/06/2017,15:00,54.3,20.7
01/06/2017,16:00,54.3,22.1
01/06/2017,17:00,53.7,22.5
01/06/2017,18:00,51.2,23.1
01/06/2017,19:00,47.1,23.7
01/06/2017,20:00,44.6,25.3
01/06/2017,21:00,45.6,26.3
01/06/2017,22:00,44.3,25.6
01/06/2017,23:00,40.2,24.1
01/07/2017,00:00,30.5,21.5
01/07/2017,01:00,25.4,19.6
01/07/2017,02:00,23.6,17
01/07/2017,03:00,25.4,17.3
01/07/2017,04:00,31.6,19.9
01/07/2017,05:00,40.1,23.1
01/07/2017,06:00,44.4,24.4
01/07/2017,07:00,44,23.7
01/07/2017,08:00,43.9,21.7
01/07/2017,09:00,44.3,19.6
01/07/2017,10:00,44.1,18.3
01/07/2017,11:00,45.1,18
01/07/2017,12:00,45.6,18.2
01/07/2017,13:00,47.3,18.4
01/07/2017,14:00,48.4,18.5
01/07/2017,15:00,50.3,19
01/07/2017,16:00,51.2,20
01/07/2017,17:00,51.7,20.9
01/07/2017,18:00,48.8,22.2
01/07/2017,19:00,47.2,23.8
01/07/2017,20:00,46.6,26.1
01/07/2017,21:00,47,27.3
01/07/2017,22:00,43.2,26.5
01/07/2017,23:00,37.7,24
01/08/2017,00:00,33.9,25.7
01/08/2017,01:00,29.4,23.2
01/08/2017,02:00,28,21.2
01/08/2017,03:00,29.1,21.2
01/08/2017,04:00,35.3,23.3
01/08/2017,05:00,46.1,27.4
01/08/2017,06:00,50.9,29.8
01/08/2017,07:00,49.2,29.8
01/08/2017,08:00,47.5,27
01/08/2017,09:00,45.9,23.4
01/08/2017,10:00,45.3,21.4
01/08/2017,11:00,45.5,19.9
01/08/2017,12:00,45.5,19
01/08/2017,13:00,46.1,18.8
01/08/2017,14:00,47.5,19.1
01/08/2017,15:00,48.5,19.4
01/08/2017,16:00,49.8,20.5
01/08/2017,17:00,50.4,21.7
01/08/2017,18:00,50.4,24.7
01/08/2017,19:00,51,29
01/08/2017,20:00,49.8,31.2
01/08/2017,21:00,48.8,31.2
01/08/2017,22:00,46.3,30.4
01/08/2017,23:00,41.8,28.5
01/09/2017,00:00,35.8,26.7
01/09/2017,01:00,31.4,24.2
01/09/2017,02:00,29,21.4
01/09/2017,03:00,29.6,20.7
01/09/2017,04:00,35.3,22.8
01/09/2017,05:00,47.1,28.6
01/09/2017,06:00,54.9,33.4
01/09/2017,07:00,55.4,34.2
01/09/2017,08:00,52.4,30.7
01/09/2017,09:00,49.9,26
