Station,Entry-Weekday,Entry-Saturday,Entry-Sunday,Exit-Weekday,Exit-Saturday,Exit-Sunday,Annual-e-and-e-million,Year,Entry-Weekend,Exit-Weekend,Weekend-Weekday,Latitude,Longitude,Zones,Zone,Connections
Edgware,6762.0,5622,3945,6566.0,5208,3840,4.394459,2010,4783.5,4524.0,0.411190386781825,51.61422962,-0.275093666,5,5,{'Northern'}
Elm Park,5724.0,3184,1801,5138.0,2896,1787,3.275938,2017,2492.5,2341.5,0.30797655453618755,51.54912458,0.19725268199999998,6,6,{'District'}
Elm Park,5233.0,3051,1706,5017.0,2751,1707,3.096321,2016,2378.5,2229.0,0.31011273767457515,51.54912458,0.19725268199999998,6,6,{'District'}
Elm Park,5161.0,2598,1547,4959.0,2433,1544,3.004341,2015,2072.5,1988.5,0.28636908539595235,51.54912458,0.19725268199999998,6,6,{'District'}
Elm Park,5089.0,2637,1559,4975.0,2443,1526,2.992367,2014,2098.0,1984.5,0.28858728307355175,51.54912458,0.19725268199999998,6,6,{'District'}
Elm Park,4633.0,2283,1209,4293.0,2091,1208,2.628329,2013,1746.0,1649.5,0.27557521405673013,51.54912458,0.19725268199999998,6,6,{'District'}
Elm Park,4351.0,2085,1188,4135.0,1900,1165,2.493005,2012,1636.5,1532.5,0.2719004719004719,51.54912458,0.19725268199999998,6,6,{'District'}
Elm Park,4294.0,2103,1129,4014.0,1952,1086,2.443469,2011,1616.0,1519.0,0.27396661714585335,51.54912458,0.19725268199999998,6,6,{'District'}
Elm Park,4114.0,1906,945,3928.0,1739,916,2.333965,2010,1425.5,1327.5,0.25502547475683185,51.54912458,0.19725268199999998,6,6,{'District'}
Embankment,34869.0,28002,17980,33686.0,25955,15578,22.130101,2017,22991.0,20766.5,0.38960489705063994,51.50731249,-0.12236733699999999,1,1,"{'Northern', 'Circle', 'Bakerloo', 'District'}"
Embankment,44143.0,35844,21722,39337.0,29692,17539,26.844711,2016,28783.0,23615.5,0.3856276011289498,51.50731249,-0.12236733699999999,1,1,"{'Northern', 'Circle', 'Bakerloo', 'District'}"
Embankment,33187.0,29244,17479,32497.0,27726,16114,21.562479,2015,23361.5,21920.0,0.40806827347238556,51.50731249,-0.12236733699999999,1,1,"{'Northern', 'Circle', 'Bakerloo', 'District'}"
Embankment,28660.0,27643,17017,29540.0,28916,16815,19.661756,2014,22330.0,22865.5,0.43711283373067494,51.50731249,-0.12236733699999999,1,1,"{'Northern', 'Circle', 'Bakerloo', 'District'}"
Embankment,30162.0,28302,17652,29537.0,28892,17501,20.151962,2013,22977.0,23196.5,0.43612363928309994,51.50731249,-0.12236733699999999,1,1,"{'Northern', 'Circle', 'Bakerloo', 'District'}"
Embankment,29995.0,26505,17394,29487.0,27402,17057,19.884719,2012,21949.5,22229.5,0.42618728354926155,51.50731249,-0.12236733699999999,1,1,"{'Northern', 'Circle', 'Bakerloo', 'District'}"
Embankment,30157.0,24942,16127,30006.0,26586,15894,19.789934,2011,20534.5,21240.0,0.4098050275904353,51.50731249,-0.12236733699999999,1,1,"{'Northern', 'Circle', 'Bakerloo', 'District'}"
Embankment,31041.0,24433,14607,31296.0,26334,15938,20.2133,2010,19520.0,21136.0,0.39474527395065684,51.50731249,-0.12236733699999999,1,1,"{'Northern', 'Circle', 'Bakerloo', 'District'}"
Epping,6224.0,4582,2658,6449.0,4216,2584,3.973043,2017,3620.0,3400.0,0.356471842786777,51.69368617,0.11382555300000001,6,6,{'Central'}
Epping,5915.0,4436,2876,6056.0,3639,2579,3.770408,2016,3656.0,3109.0,0.36106959863364646,51.69368617,0.11382555300000001,6,6,{'Central'}
Epping,5748.0,3611,2387,5018.0,3003,2064,3.330335,2015,2999.0,2533.5,0.33944841549835875,51.69368617,0.11382555300000001,6,6,{'Central'}
Epping,5480.0,3973,2398,4062.0,3494,2159,3.071273,2014,3185.5,2826.5,0.38652436672238655,51.69368617,0.11382555300000001,6,6,{'Central'}
Epping,5698.0,3805,2095,4310.0,3423,1912,3.144293,2013,2950.0,2667.5,0.3595084957281367,51.69368617,0.11382555300000001,6,6,{'Central'}
Epping,5391.0,3983,2371,3976.0,3569,2147,3.029117,2012,3177.0,2858.0,0.39183222958057395,51.69368617,0.11382555300000001,6,6,{'Central'}
Epping,5270.0,3628,2390,4405.0,3579,2230,3.095119,2011,3009.0,2904.5,0.3793501619783815,51.69368617,0.11382555300000001,6,6,{'Central'}
Epping,5051.0,3215,1823,4194.0,2965,1630,2.864072,2010,2519.0,2297.5,0.3425310244284038,51.69368617,0.11382555300000001,6,6,{'Central'}
Euston,65497.0,52450,43900,64044.0,51259,39268,43.073653,2017,48175.0,45263.5,0.4190452485542393,51.52866433,-0.133296472,1,1,"{'Northern', 'London Midland', 'Victoria', 'Overground'}"
Euston,64470.0,56493,44744,62956.0,54847,41200,43.099154,2016,50618.5,48023.5,0.43633773908735424,51.52866433,-0.133296472,1,1,"{'Northern', 'London Midland', 'Victoria', 'Overground'}"
Euston,62670.0,50142,42913,64227.0,49927,39304,42.159332,2015,46527.5,44615.5,0.418010456796918,51.52866433,-0.133296472,1,1,"{'Northern', 'London Midland', 'Victoria', 'Overground'}"
Euston,60344.0,49253,39181,64431.0,50366,38497,41.331265,2014,44217.0,44431.5,0.41536428743788756,51.52866433,-0.133296472,1,1,"{'Northern', 'London Midland', 'Victoria', 'Overground'}"
Euston,58759.0,44415,35945,57442.0,44078,32293,38.026531,2013,40180.0,38185.5,0.40276974710446045,51.52866433,-0.133296472,1,1,"{'Northern', 'London Midland', 'Victoria', 'Overground'}"
Euston,56039.0,44532,36468,57197.0,46640,33655,37.526909,2012,40500.0,40147.5,0.4159585524296807,51.52866433,-0.133296472,1,1,"{'Northern', 'London Midland', 'Victoria', 'Overground'}"
Euston,53204.0,40245,33274,54803.0,40620,31028,35.324569,2011,36759.5,35824.0,0.40192313549162334,51.52866433,-0.133296472,1,1,"{'Northern', 'London Midland', 'Victoria', 'Overground'}"
Euston,49758.0,37388,33009,52443.0,39077,30397,33.573987,2010,35198.5,34737.0,0.406279319028794,51.52866433,-0.133296472,1,1,"{'Northern', 'London Midland', 'Victoria', 'Overground'}"
Euston Square,24492.0,8086,6749,24727.0,8805,6752,14.127298,2017,7417.5,7778.5,0.23590778545369867,51.52866433,-0.133296472,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Euston Square,25060.0,8362,6563,25428.0,8448,6112,14.395409,2016,7462.5,7280.0,0.22600623941254475,51.52866433,-0.133296472,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Euston Square,25477.0,9658,8373,25638.0,9575,7672,14.878866,2015,9015.5,8623.5,0.256552346045321,51.52866433,-0.133296472,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Euston Square,23914.0,10365,7818,24955.0,10150,7399,14.32844,2014,9091.5,8774.5,0.26771559151869334,51.52866433,-0.133296472,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Euston Square,21268.0,7717,5837,21817.0,7625,5355,12.358617,2013,6777.0,6490.0,0.2354308631459398,51.52866433,-0.133296472,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Euston Square,19540.0,6727,5091,20324.0,6745,4615,11.35879,2012,5909.0,5680.0,0.22523468019357473,51.52866433,-0.133296472,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Euston Square,18929.0,6010,4145,19795.0,5874,3832,10.885783,2011,5077.5,4853.0,0.20410239546187917,51.52866433,-0.133296472,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Euston Square,17464.0,5097,3403,18357.0,5537,3633,10.030805,2010,4250.0,4585.0,0.1978457542099606,51.52866433,-0.133296472,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Fairlop,2081.0,1394,856,1878.0,1298,821,1.240554,2017,1125.0,1059.5,0.35557906730690975,51.59610954,0.090593279,4,4,{'Central'}
Fairlop,2012.0,1415,879,1787.0,1200,819,1.197309,2016,1147.0,1009.5,0.3621022584165897,51.59610954,0.090593279,4,4,{'Central'}
Fairlop,1956.0,1111,673,1769.0,1067,659,1.134269,2015,892.0,863.0,0.32025547445255476,51.59610954,0.090593279,4,4,{'Central'}
Fairlop,1840.0,1069,626,1738.0,1044,622,1.088742,2014,847.5,833.0,0.3195778263763431,51.59610954,0.090593279,4,4,{'Central'}
Fairlop,1698.0,885,489,1536.0,858,494,0.966835,2013,687.0,676.0,0.296497715901675,51.59610954,0.090593279,4,4,{'Central'}
Fairlop,1567.0,881,485,1440.0,849,456,0.90625,2012,683.0,652.5,0.30754173862982154,51.59610954,0.090593279,4,4,{'Central'}
Fairlop,1582.0,864,484,1478.0,853,514,0.922346,2011,674.0,683.5,0.3073005093378608,51.59610954,0.090593279,4,4,{'Central'}
Fairlop,1446.0,746,430,1390.0,721,415,0.843647,2010,588.0,568.0,0.2895791583166333,51.59610954,0.090593279,4,4,{'Central'}
Farringdon,36844.0,7931,4687,37094.0,9088,4550,20.136285,2017,6309.0,6819.0,0.15078216525394528,51.52019569,-0.10484306199999999,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan', 'Thameslink'}"
Farringdon,31421.0,6357,4148,27179.0,5749,2962,15.874802,2016,5252.5,4355.5,0.14086324184846352,51.52019569,-0.10484306199999999,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan', 'Thameslink'}"
Farringdon,43640.0,9944,6679,43109.0,10688,6124,23.775738,2015,8311.5,8406.0,0.16157403604065085,51.52019569,-0.10484306199999999,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan', 'Thameslink'}"
Farringdon,42537.0,10317,6781,43366.0,11250,6334,23.628728,2014,8549.0,8792.0,0.16796133431482702,51.52019569,-0.10484306199999999,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan', 'Thameslink'}"
Farringdon,40469.0,9357,5631,39199.0,9571,4952,21.764657,2013,7494.0,7261.5,0.15626936091121385,51.52019569,-0.10484306199999999,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan', 'Thameslink'}"
Farringdon,39802.0,7929,4625,35654.0,7602,3924,20.402371,2012,6277.0,5763.0,0.13760629057328336,51.52019569,-0.10484306199999999,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan', 'Thameslink'}"
Farringdon,36492.0,6375,3251,34785.0,6043,2605,19.024321,2011,4813.0,4324.0,0.11362449324744447,51.52019569,-0.10484306199999999,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan', 'Thameslink'}"
Farringdon,32789.0,6263,3319,29696.0,6181,2725,16.812389,2010,4791.0,4453.0,0.12887395614047317,51.52019569,-0.10484306199999999,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan', 'Thameslink'}"
Finchley Central,12024.0,7238,4118,11680.0,6401,4266,7.200996,2017,5678.0,5333.5,0.3171926084890035,51.60090325,-0.193220637,4,4,{'Northern'}
Finchley Central,11499.0,7134,3946,11334.0,6309,4090,6.949909,2016,5540.0,5199.5,0.319889790751359,51.60090325,-0.193220637,4,4,{'Northern'}
Finchley Central,9578.0,6357,3604,9125.0,5554,3662,5.779925,2015,4980.5,4608.0,0.3389180495908665,51.60090325,-0.193220637,4,4,{'Northern'}
Finchley Central,9486.0,6096,3286,9032.0,5334,3444,5.676484,2014,4691.0,4389.0,0.32900934850351476,51.60090325,-0.193220637,4,4,{'Northern'}
Finchley Central,8736.0,5808,3281,8596.0,4901,3338,5.332385,2013,4544.5,4119.5,0.33328204339129097,51.60090325,-0.193220637,4,4,{'Northern'}
Finchley Central,9080.0,6138,3266,8787.0,5278,3397,5.5071,2012,4702.0,4337.5,0.3359597123371676,51.60090325,-0.193220637,4,4,{'Northern'}
Finchley Central,9071.0,6462,3264,8677.0,5333,3356,5.494164,2011,4863.0,4344.5,0.34158149542764926,51.60090325,-0.193220637,4,4,{'Northern'}
Finchley Central,8663.0,6262,3314,8402.0,5331,3333,5.312454,2010,4788.0,4332.0,0.34829100630131754,51.60090325,-0.193220637,4,4,{'Northern'}
Finchley Road,15534.0,11037,7909,14715.0,9443,7514,9.627914,2017,9473.0,8478.5,0.3724338959139428,51.547096200000006,-0.18005056100000003,2,2,"{'Metropolitan', 'Jubilee'}"
Finchley Road,16169.0,11436,8423,15049.0,10416,7915,9.9984,2016,9929.5,9165.5,0.37952417864170296,51.547096200000006,-0.18005056100000003,2,2,"{'Metropolitan', 'Jubilee'}"
Finchley Road,15958.0,11178,8416,15189.0,10167,7872,9.951123,2015,9797.0,9019.5,0.3766049215927627,51.547096200000006,-0.18005056100000003,2,2,"{'Metropolitan', 'Jubilee'}"
Finchley Road,16030.0,11391,8506,15361.0,10427,8186,10.061287,2014,9948.5,9306.5,0.38018797140939065,51.547096200000006,-0.18005056100000003,2,2,"{'Metropolitan', 'Jubilee'}"
Finchley Road,15891.0,11251,8337,15009.0,10285,7955,9.8988,2013,9794.0,9120.0,0.37969245593608225,51.547096200000006,-0.18005056100000003,2,2,"{'Metropolitan', 'Jubilee'}"
Finchley Road,15125.0,10812,7316,14296.0,9685,7216,9.366745,2012,9064.0,8450.5,0.37316104015084534,51.547096200000006,-0.18005056100000003,2,2,"{'Metropolitan', 'Jubilee'}"
Finchley Road,14799.0,9631,6880,13749.0,8856,6559,8.976869,2011,8255.5,7707.5,0.3586304508997776,51.547096200000006,-0.18005056100000003,2,2,"{'Metropolitan', 'Jubilee'}"
Finchley Road,14593.0,9314,6431,13816.0,8387,6088,8.84655,2010,7872.5,7237.5,0.34720466922493626,51.547096200000006,-0.18005056100000003,2,2,"{'Metropolitan', 'Jubilee'}"
Finsbury Park,52158.0,41968,25405,45233.0,30510,22325,31.224849,2017,33686.5,26417.5,0.3816248134861424,51.56463545,-0.105881486,2,2,"{'Piccadilly', 'Great Northern', 'Victoria'}"
Finsbury Park,49239.0,45233,27149,50881.0,37328,25655,32.738968,2016,36191.0,31491.5,0.4033461956764649,51.56463545,-0.105881486,2,2,"{'Piccadilly', 'Great Northern', 'Victoria'}"
Finsbury Park,44703.0,41631,24728,42792.0,33027,23215,28.847088,2015,33179.5,28121.0,0.41197818482413784,51.56463545,-0.105881486,2,2,"{'Piccadilly', 'Great Northern', 'Victoria'}"
Finsbury Park,42657.0,39843,23766,42260.0,32598,22752,27.995495,2014,31804.5,27675.0,0.4119178788959566,51.56463545,-0.105881486,2,2,"{'Piccadilly', 'Great Northern', 'Victoria'}"
Finsbury Park,42150.0,39036,22783,40194.0,30889,21338,27.072271,2013,30909.5,26113.5,0.4091571175385852,51.56463545,-0.105881486,2,2,"{'Piccadilly', 'Great Northern', 'Victoria'}"
Finsbury Park,40602.0,37323,21661,38804.0,29494,20234,26.036007,2012,29492.0,24864.0,0.4063635412149938,51.56463545,-0.105881486,2,2,"{'Piccadilly', 'Great Northern', 'Victoria'}"
Finsbury Park,38555.0,36015,20860,34792.0,28551,19385,24.288678,2011,28437.5,23968.0,0.4167352537722908,51.56463545,-0.105881486,2,2,"{'Piccadilly', 'Great Northern', 'Victoria'}"
Finsbury Park,37329.0,34761,19878,33682.0,27361,18515,23.461314,2010,27319.5,22938.0,0.41443161249623767,51.56463545,-0.105881486,2,2,"{'Piccadilly', 'Great Northern', 'Victoria'}"
Fulham Broadway,15310.0,12139,6951,15025.0,10125,6572,9.63034,2017,9545.0,8348.5,0.3710150637071441,51.4802609,-0.195544164,2,2,{'District'}
Fulham Broadway,16294.0,11388,7361,15976.0,10670,6918,10.153787,2016,9374.5,8794.0,0.36021094996877384,51.4802609,-0.195544164,2,2,{'District'}
Fulham Broadway,16528.0,15312,7943,16504.0,12682,7339,10.714422,2015,11627.5,10010.5,0.3957929394549113,51.4802609,-0.195544164,2,2,{'District'}
Fulham Broadway,16739.0,12375,7761,17203.0,12278,7446,10.766495,2014,10068.0,9862.0,0.3699509949509949,51.4802609,-0.195544164,2,2,{'District'}
Fulham Broadway,16007.0,11762,7286,15413.0,10643,6787,9.944627,2013,9524.0,8715.0,0.36728488290138744,51.4802609,-0.195544164,2,2,{'District'}
Fulham Broadway,15294.0,11201,6588,14958.0,9909,6027,9.495761,2012,8894.5,7968.0,0.35790467902662665,51.4802609,-0.195544164,2,2,{'District'}
Fulham Broadway,15306.0,10491,6783,15126.0,10597,6217,9.562872,2011,8637.0,8407.0,0.35900244333979275,51.4802609,-0.195544164,2,2,{'District'}
Fulham Broadway,14720.0,10994,6716,14652.0,9996,6489,9.301691,2010,8855.0,8242.5,0.3679295021465693,51.4802609,-0.195544164,2,2,{'District'}
Gants Hill,11215.0,7326,4905,10582.0,6971,4806,6.831034,2017,6115.5,5888.5,0.3551374219697642,51.57655295,0.066084098,4,4,{'Central'}
Gants Hill,11316.0,8198,6433,10671.0,7841,6218,7.143148,2016,7315.5,7029.5,0.39483100297258616,51.57655295,0.066084098,4,4,{'Central'}
Gants Hill,10872.0,6659,4786,10299.0,6227,4738,6.588251,2015,5722.5,5482.5,0.3460896960711638,51.57655295,0.066084098,4,4,{'Central'}
Gants Hill,10753.0,6482,4514,10414.0,6366,4597,6.560896,2014,5498.0,5481.5,0.341545735927706,51.57655295,0.066084098,4,4,{'Central'}
Gants Hill,10007.0,5838,3801,9540.0,5589,3775,5.986579,2013,4819.5,4682.0,0.32709089970222216,51.57655295,0.066084098,4,4,{'Central'}
Gants Hill,9339.0,5434,3712,8873.0,5163,3668,5.5941,2012,4573.0,4415.5,0.3304534843109502,51.57655295,0.066084098,4,4,{'Central'}
Gants Hill,8990.0,5692,3823,8565.0,5553,3834,5.477918,2011,4757.5,4693.5,0.34995926831074575,51.57655295,0.066084098,4,4,{'Central'}
Gants Hill,8534.0,4762,3186,8099.0,4551,3119,5.06442,2010,3974.0,3835.0,0.3194910400130922,51.57655295,0.066084098,4,4,{'Central'}
Gloucester Road,21724.0,16396,13126,20559.0,15425,12030,13.836495,2017,14761.0,13727.5,0.4025419837081311,51.49449956,-0.18354356,1,1,"{'Piccadilly', 'Circle', 'District'}"
Gloucester Road,21801.0,17053,13462,20710.0,16247,11761,13.97504,2016,15257.5,14004.0,0.40769793444564423,51.49449956,-0.18354356,1,1,"{'Piccadilly', 'Circle', 'District'}"
Gloucester Road,22330.0,17405,13861,20832.0,16116,12255,14.203922,2015,15633.0,14185.5,0.4085817444385829,51.49449956,-0.18354356,1,1,"{'Piccadilly', 'Circle', 'District'}"
Gloucester Road,18943.0,14346,11353,17873.0,12984,9466,11.963929,2014,12849.5,11225.0,0.3953736625581987,51.49449956,-0.18354356,1,1,"{'Piccadilly', 'Circle', 'District'}"
Gloucester Road,23471.0,17948,13755,22179.0,17218,12260,14.912967,2013,15851.5,14739.0,0.401236875413986,51.49449956,-0.18354356,1,1,"{'Piccadilly', 'Circle', 'District'}"
Gloucester Road,22020.0,17540,13201,21210.0,16783,11747,14.193918,2012,15370.5,14265.0,0.40671511209008376,51.49449956,-0.18354356,1,1,"{'Piccadilly', 'Circle', 'District'}"
Gloucester Road,22323.0,16476,12603,21373.0,16053,11394,14.162419,2011,14539.5,13723.5,0.39276532469878683,51.49449956,-0.18354356,1,1,"{'Piccadilly', 'Circle', 'District'}"
Gloucester Road,22729.0,17056,13067,21791.0,16513,11941,14.48462,2010,15061.5,14227.0,0.3968174397257768,51.49449956,-0.18354356,1,1,"{'Piccadilly', 'Circle', 'District'}"
Golders Green,13364.0,9191,7249,12928.0,8432,7027,8.410556,2017,8220.0,7729.5,0.3775789212030823,51.57221553,-0.194834559,3,3,{'Northern'}
Golders Green,13553.0,9376,7427,13068.0,8404,7008,8.511338,2016,8401.5,7706.0,0.3769732145991551,51.57221553,-0.194834559,3,3,{'Northern'}
Golders Green,13833.0,9833,7785,13167.0,8937,7352,8.700123,2015,8809.0,8144.5,0.38571444822369094,51.57221553,-0.194834559,3,3,{'Northern'}
Golders Green,12907.0,9382,7297,12646.0,8600,7112,8.250104,2014,8339.5,7856.0,0.38793010527324334,51.57221553,-0.194834559,3,3,{'Northern'}
Golders Green,11851.0,8260,6384,11298.0,7384,5935,7.397006,2013,7322.0,6659.5,0.37655027538007835,51.57221553,-0.194834559,3,3,{'Northern'}
Golders Green,12239.0,8716,6445,11698.0,7638,5912,7.635532,2012,7580.5,6775.0,0.37489064438205916,51.57221553,-0.194834559,3,3,{'Northern'}
Golders Green,12242.0,9173,6945,11825.0,8350,6791,7.810571,2011,8059.0,7570.5,0.39372488758454777,51.57221553,-0.194834559,3,3,{'Northern'}
Golders Green,12476.0,9584,7409,11897.0,8566,7135,7.968265,2010,8496.5,7850.5,0.40144891944990174,51.57221553,-0.194834559,3,3,{'Northern'}
Goldhawk Road,3519.0,2330,1476,3313.0,2122,1576,2.140068,2017,1903.0,1849.0,0.3544973544973545,51.50207697,-0.22740400600000002,2,2,"{'Circle', 'Hammersmith and City'}"
Goldhawk Road,3477.0,2367,1425,3326.0,2052,1502,2.12364,2016,1896.0,1777.0,0.35061092019854906,51.50207697,-0.22740400600000002,2,2,"{'Circle', 'Hammersmith and City'}"
Goldhawk Road,3469.0,2346,1427,3232.0,1957,1436,2.088026,2015,1886.5,1696.5,0.3484052897705173,51.50207697,-0.22740400600000002,2,2,"{'Circle', 'Hammersmith and City'}"
Goldhawk Road,3386.0,2401,1409,3265.0,2214,1514,2.09514,2014,1905.0,1864.0,0.36170825335892515,51.50207697,-0.22740400600000002,2,2,"{'Circle', 'Hammersmith and City'}"
Goldhawk Road,2967.0,2105,1198,2720.0,1918,1273,1.793796,2013,1651.5,1595.5,0.363443026639803,51.50207697,-0.22740400600000002,2,2,"{'Circle', 'Hammersmith and City'}"
Goldhawk Road,2868.0,1912,1094,2679.0,1679,1118,1.720631,2012,1503.0,1398.5,0.34343374563531986,51.50207697,-0.22740400600000002,2,2,"{'Circle', 'Hammersmith and City'}"
Goldhawk Road,2731.0,1498,891,2611.0,1308,917,1.60411,2011,1194.5,1112.5,0.30160805334030594,51.50207697,-0.22740400600000002,2,2,"{'Circle', 'Hammersmith and City'}"
Goldhawk Road,2528.0,1477,804,2439.0,1258,772,1.491855,2010,1140.5,1015.0,0.30263250263250263,51.50207697,-0.22740400600000002,2,2,"{'Circle', 'Hammersmith and City'}"
Goodge Street,12987.0,6054,3560,12624.0,6194,3352,7.524287,2017,4807.0,4773.0,0.27222869483674805,51.52061311,-0.13480769,1,1,{'Northern'}
Goodge Street,14701.0,6880,3999,14226.0,6565,3559,8.463593,2016,5439.5,5062.0,0.266342873809554,51.52061311,-0.13480769,1,1,{'Northern'}
Goodge Street,15239.0,7487,4120,14839.0,7192,3816,8.841266,2015,5803.5,5504.0,0.2732237136195044,51.52061311,-0.13480769,1,1,{'Northern'}
Goodge Street,14153.0,6642,3573,14558.0,6885,3400,8.378694,2014,5107.5,5142.5,0.26308359641692974,51.52061311,-0.13480769,1,1,{'Northern'}
Goodge Street,14264.0,6069,3199,14298.0,6148,3042,8.229689,2013,4634.0,4595.0,0.24421158476886032,51.52061311,-0.13480769,1,1,{'Northern'}
Goodge Street,14611.0,6923,3419,14953.0,7142,3407,8.613806,2012,5171.0,5274.5,0.2610754945700396,51.52061311,-0.13480769,1,1,{'Northern'}
Goodge Street,18104.0,8129,4677,18105.0,9142,4774,10.616578,2011,6403.0,6958.0,0.2695380270324793,51.52061311,-0.13480769,1,1,{'Northern'}
Goodge Street,15702.0,7001,3775,15428.0,7023,3478,9.033065,2010,5388.0,5250.5,0.2547015095107557,51.52061311,-0.13480769,1,1,{'Northern'}
Grange Hill,1213.0,572,278,1085.0,488,281,0.669495,2017,425.0,384.5,0.2604987932421561,51.61348043,0.09227253,4,4,{'Central'}
Grange Hill,1212.0,486,309,1077.0,448,294,0.663262,2016,397.5,371.0,0.25134914145543746,51.61348043,0.09227253,4,4,{'Central'}
Grange Hill,1211.0,563,309,1042.0,460,275,0.657661,2015,436.0,367.5,0.26288238180925894,51.61348043,0.09227253,4,4,{'Central'}
Grange Hill,1105.0,440,242,988.0,397,215,0.600016,2014,341.0,306.0,0.23613138686131388,51.61348043,0.09227253,4,4,{'Central'}
Grange Hill,1044.0,469,223,898.0,395,220,0.562391,2013,346.0,307.5,0.2517819302639183,51.61348043,0.09227253,4,4,{'Central'}
Grange Hill,1009.0,445,228,850.0,369,216,0.538851,2012,336.5,292.5,0.2528135048231511,51.61348043,0.09227253,4,4,{'Central'}
Grange Hill,902.0,405,226,770.0,348,215,0.488191,2011,315.5,281.5,0.2631115028646981,51.61348043,0.09227253,4,4,{'Central'}
Grange Hill,912.0,387,213,779.0,314,199,0.488583,2010,300.0,256.5,0.24760845383759733,51.61348043,0.09227253,4,4,{'Central'}
Great Portland Street,14519.0,5020,3281,13985.0,4835,2775,8.081276,2017,4150.5,3805.0,0.21820101756743784,51.5237888,-0.143961425,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Great Portland Street,15667.0,4882,3439,15162.0,4525,2816,8.657946,2016,4160.5,3670.5,0.20256078634247285,51.5237888,-0.143961425,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Great Portland Street,15167.0,5074,3943,14125.0,4678,3266,8.343311,2015,4508.5,3972.0,0.22451518962207956,51.5237888,-0.143961425,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Great Portland Street,15081.0,5317,3830,14525.0,4831,3110,8.427474,2014,4573.5,3970.5,0.2239580602883355,51.5237888,-0.143961425,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Great Portland Street,13590.0,4725,3503,13009.0,4362,2868,7.57796,2013,4114.0,3615.0,0.22515147984152878,51.5237888,-0.143961425,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Great Portland Street,13222.0,4444,3047,12825.0,4041,2501,7.358443,2012,3745.5,3271.0,0.21221286312701318,51.5237888,-0.143961425,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Great Portland Street,13175.0,3809,2705,12569.0,3282,2114,7.166285,2011,3257.0,2698.0,0.18786081579860564,51.5237888,-0.143961425,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Great Portland Street,12510.0,3815,2861,11713.0,3272,2143,6.792179,2010,3338.0,2707.5,0.1997290912995358,51.5237888,-0.143961425,1,1,"{'Circle', 'Hammersmith and City', 'Metropolitan'}"
Green Park,58814.0,35126,25470,67897.0,42800,29244,39.338161,2017,30298.0,36022.0,0.3435717579041708,51.50676048,-0.142477576,1,1,"{'Piccadilly', 'Victoria', 'Jubilee'}"
Green Park,60106.0,45131,28657,68477.0,52416,32991,41.241175,2016,36894.0,42703.5,0.3823484908528897,51.50676048,-0.142477576,1,1,"{'Piccadilly', 'Victoria', 'Jubilee'}"
Green Park,59805.0,39885,26464,64785.0,48690,31599,39.552887,2015,33174.5,40144.5,0.3704682455067733,51.50676048,-0.142477576,1,1,"{'Piccadilly', 'Victoria', 'Jubilee'}"
Green Park,60138.0,38715,21273,68994.0,46942,24589,39.830418,2014,29994.0,35765.5,0.33741594682169307,51.50676048,-0.142477576,1,1,"{'Piccadilly', 'Victoria', 'Jubilee'}"
Green Park,54065.0,32066,21514,60361.0,39827,25464,35.459916,2013,26790.0,32645.5,0.3418554424067433,51.50676048,-0.142477576,1,1,"{'Piccadilly', 'Victoria', 'Jubilee'}"
Green Park,51766.0,30248,19110,58893.0,37811,22446,33.987599,2012,24679.0,30128.5,0.33123018858802233,51.50676048,-0.142477576,1,1,"{'Piccadilly', 'Victoria', 'Jubilee'}"
Green Park,48693.0,28229,18835,54351.0,34000,22149,31.724096,2011,23532.0,28074.5,0.3336975955460862,51.50676048,-0.142477576,1,1,"{'Piccadilly', 'Victoria', 'Jubilee'}"
Green Park,45465.0,25507,16562,50362.0,31636,19878,29.365627,2010,21034.5,25757.0,0.3280885719594583,51.50676048,-0.142477576,1,1,"{'Piccadilly', 'Victoria', 'Jubilee'}"
